block,cell_index,thermal_log_contribution
3,93,0.0
3,94,0.0
3,95,0.0
3,96,0.0
3,97,0.0
3,98,0.0
3,99,0.0
3,100,0.0
3,101,0.0
3,102,0.0
3,103,0.0
3,104,0.0
3,105,0.0
3,106,0.0
3,107,0.0
3,108,0.0
3,109,0.0
3,110,0.0
3,111,0.0
3,112,0.0
3,113,0.0
3,114,0.0
3,115,0.0
3,116,0.0
3,117,0.0
3,118,0.0
3,119,0.0
3,120,0.0
3,121,0.0
3,122,0.0
3,123,0.0
3,124,0.0
3,125,0.0
3,126,0.0
3,127,0.0
4,0,-4.83621135470142e-19
4,1,-8.159731525204805e-19
4,2,-9.752080259758037e-19
4,3,-7.502802004844335e-19
4,4,-2.2646461603734704e-18
4,5,-2.3680301834584694e-18
4,6,-1.6890673171814871e-18
4,7,-1.5888512347555263e-18
4,8,-2.1392982995232293e-18
4,9,-1.6482959261567858e-18
4,10,0.0
4,11,-6.918243871428362e-19
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.0
4,33,0.0
4,34,0.0
4,35,0.0
4,36,0.0
4,37,0.0
4,38,0.0
4,39,0.0
4,40,0.0
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,0.0
4,46,0.0
4,47,0.0
4,48,0.0
4,49,0.0
4,50,0.0
4,51,0.0
4,52,0.0
4,53,0.0
4,54,0.0
4,55,0.0
4,56,0.0
4,57,0.0
4,58,0.0
4,59,0.0
4,60,0.0
4,61,0.0
4,62,0.0
4,63,0.0
4,64,0.0
4,65,0.0
4,66,0.0
4,67,0.0
4,68,0.0
4,69,0.0
4,70,0.0
4,71,0.0
4,72,0.0
4,73,0.0
4,74,0.0
4,75,0.0
4,76,0.0
4,77,0.0
4,78,0.0
4,79,0.0
4,80,0.0
4,81,0.0
4,82,0.0
4,83,0.0
4,84,0.0
4,85,0.0
4,86,0.0
4,87,0.0
4,88,0.0
4,89,0.0
4,90,0.0
4,91,0.0
4,92,0.0
4,93,0.0
4,94,0.0
4,95,0.0
4,96,0.0
4,97,0.0
4,98,0.0
4,99,0.0
4,100,0.0
4,101,0.0
4,102,0.0
4,103,0.0
4,104,0.0
4,105,0.0
4,106,0.0
4,107,0.0
4,108,0.0
4,109,0.0
4,110,0.0
4,111,0.0
4,112,0.0
4,113,0.0
4,114,0.0
4,115,0.0
4,116,0.0
4,117,0.0
4,118,0.0
4,119,0.0
4,120,0.0
4,121,0.0
4,122,0.0
4,123,0.0
4,124,0.0
4,125,0.0
4,126,0.0
4,127,0.0
5,0,-1.2961046430599806e-16
5,1,-1.5993073789401416e-16
5,2,-2.1942180584455584e-16
5,3,-2.836059157831158e-16
5,4,-3.4681438341719433e-16
5,5,-4.0907721419245063e-16
5,6,-4.639304897858486e-16
5,7,-4.840700095221837e-16
5,8,-5.407076452044961e-16
5,9,-5.670137985979344e-16
5,10,-5.612036617426382e-16
5,11,-5.555349828756974e-16
5,12,-4.804324231400446e-16
5,13,-3.9159269945412425e-16
5,14,-3.453717283602015e-16
5,15,-2.768248373885141e-16
5,16,-1.2677983443429026e-16
5,17,-6.803423874740893e-17
5,18,-3.4032450245743574e-17
5,19,0.0
5,20,0.0
5,21,0.0
5,22,0.0
5,23,0.0
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.0
5,29,0.0
5,30,0.0
5,31,0.0
5,32,0.0
5,33,0.0
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.0
5,38,0.0
5,39,0.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,0.0
5,44,0.0
5,45,0.0
5,46,0.0
5,47,0.0
5,48,0.0
5,49,0.0
5,50,0.0
5,51,0.0
5,52,0.0
5,53,0.0
5,54,0.0
5,55,0.0
5,56,0.0
5,57,0.0
5,58,0.0
5,59,0.0
5,60,0.0
5,61,0.0
5,62,0.0
5,63,0.0
5,64,0.0
5,65,0.0
5,66,0.0
5,67,0.0
5,68,0.0
5,69,0.0
5,70,0.0
5,71,0.0
5,72,0.0
5,73,0.0
5,74,0.0
5,75,0.0
5,76,0.0
5,77,0.0
5,78,0.0
5,79,0.0
5,80,0.0
5,81,0.0
5,82,0.0
5,83,0.0
5,84,0.0
5,85,0.0
5,86,0.0
5,87,0.0
5,88,0.0
5,89,0.0
5,90,0.0
5,91,0.0
5,92,0.0
5,93,0.0
5,94,0.0
5,95,0.0
5,96,0.0
5,97,0.0
5,98,0.0
5,99,0.0
5,100,0.0
5,101,0.0
5,102,0.0
5,103,0.0
5,104,0.0
5,105,0.0
5,106,0.0
5,107,0.0
5,108,0.0
5,109,0.0
5,110,0.0
5,111,0.0
5,112,0.0
5,113,0.0
5,114,0.0
5,115,0.0
5,116,0.0
5,117,0.0
5,118,0.0
5,119,0.0
5,120,0.0
5,121,0.0
5,122,0.0
5,123,0.0
5,124,0.0
5,125,0.0
5,126,0.0
5,127,0.0
6,0,-1.0299195700972144e-14
6,1,-1.287524037362066e-14
6,2,-1.7949678926110642e-14
6,3,-2.3681844248090658e-14
6,4,-3.001044387550913e-14
6,5,-3.65434417911311e-14
6,6,-4.312188860764337e-14
6,7,-4.728527198048097e-14
6,8,-5.541745279999949e-14
6,9,-6.316709534613112e-14
6,10,-7.031122536300129e-14
6,11,-7.801565248932336e-14
6,12,-8.017521420740473e-14
6,13,-7.948934242878669e-14
6,14,-7.535812337724137e-14
6,15,-6.478904781140745e-14
6,16,-4.526673988476333e-14
6,17,-2.537110153288791e-14
6,18,-1.2849680857071468e-14
6,19,-6.659611220239376e-15
6,20,-3.628697480105514e-15
6,21,-1.95896663985582e-15
6,22,-9.441790840810167e-16
6,23,-2.86835745445056e-16
6,24,-5.554874723972627e-17
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
6,31,0.0
6,32,0.0
6,33,0.0
6,34,0.0
6,35,0.0
6,36,0.0
6,37,0.0
6,38,0.0
6,39,0.0
6,40,0.0
6,41,0.0
6,42,0.0
6,43,0.0
6,44,0.0
6,45,0.0
6,46,0.0
6,47,0.0
6,48,0.0
6,49,0.0
6,50,0.0
6,51,0.0
6,52,0.0
6,53,0.0
6,54,0.0
6,55,0.0
6,56,0.0
6,57,0.0
6,58,0.0
6,59,0.0
6,60,0.0
6,61,0.0
6,62,0.0
6,63,0.0
6,64,0.0
6,65,0.0
6,66,0.0
6,67,0.0
6,68,0.0
6,69,0.0
6,70,0.0
6,71,0.0
6,72,0.0
6,73,0.0
6,74,0.0
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.0
6,79,0.0
6,80,0.0
6,81,0.0
6,82,0.0
6,83,0.0
6,84,0.0
6,85,0.0
6,86,0.0
6,87,0.0
6,88,0.0
6,89,0.0
6,90,0.0
6,91,0.0
6,92,0.0
6,93,0.0
6,94,0.0
6,95,0.0
6,96,0.0
6,97,0.0
6,98,0.0
6,99,0.0
6,100,0.0
6,101,0.0
6,102,0.0
6,103,0.0
6,104,0.0
6,105,0.0
6,106,0.0
6,107,0.0
6,108,0.0
6,109,0.0
6,110,0.0
6,111,0.0
6,112,0.0
6,113,0.0
6,114,0.0
6,115,0.0
6,116,0.0
6,117,0.0
6,118,0.0
6,119,0.0
6,120,0.0
6,121,0.0
6,122,0.0
6,123,0.0
6,124,0.0
6,125,0.0
6,126,0.0
6,127,0.0
7,0,-1.9275881044887637e-13
7,1,-2.4203885233954e-13
7,2,-3.408430067427512e-13
7,3,-4.568065995045464e-13
7,4,-5.90455370018334e-13
7,5,-7.360086453358187e-13
7,6,-8.916766534581573e-13
7,7,-1.0067258008974836e-12
7,8,-1.2305307997806597e-12
7,9,-1.4858948228723115e-12
7,10,-1.7779121840340558e-12
7,11,-2.1589902014443914e-12
7,12,-2.4521564022275213e-12
7,13,-2.7149837454026533e-12
7,14,-2.907995167151191e-12
7,15,-2.85344422655708e-12
7,16,-2.302214030467442e-12
7,17,-1.4986298635284458e-12
7,18,-8.985636456169742e-13
7,19,-5.470413671023157e-13
7,20,-3.633817177045267e-13
7,21,-2.357804527664889e-13
7,22,-1.5660783741290465e-13
7,23,-6.103082383765033e-14
7,24,-1.666462417191788e-14
7,25,-4.15377378455372e-15
7,26,-9.855975448355256e-16
7,27,-2.329656522087934e-16
7,28,-3.471032386337313e-17
7,29,0.0
7,30,-3.234907448359804e-17
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,0.0
7,39,0.0
7,40,0.0
7,41,0.0
7,42,0.0
7,43,0.0
7,44,0.0
7,45,0.0
7,46,0.0
7,47,0.0
7,48,0.0
7,49,0.0
7,50,0.0
7,51,0.0
7,52,0.0
7,53,0.0
7,54,0.0
7,55,0.0
7,56,0.0
7,57,0.0
7,58,0.0
7,59,0.0
7,60,0.0
7,61,0.0
7,62,0.0
7,63,0.0
7,64,0.0
7,65,0.0
7,66,0.0
7,67,0.0
7,68,0.0
7,69,0.0
7,70,0.0
7,71,0.0
7,72,0.0
7,73,0.0
7,74,0.0
7,75,0.0
7,76,0.0
7,77,0.0
7,78,0.0
7,79,0.0
7,80,0.0
7,81,0.0
7,82,0.0
7,83,0.0
7,84,0.0
7,85,0.0
7,86,0.0
7,87,0.0
7,88,0.0
7,89,0.0
7,90,0.0
7,91,0.0
7,92,0.0
7,93,0.0
7,94,0.0
7,95,0.0
7,96,0.0
7,97,0.0
7,98,0.0
7,99,0.0
7,100,0.0
7,101,0.0
7,102,0.0
7,103,0.0
7,104,0.0
7,105,0.0
7,106,0.0
7,107,0.0
7,108,0.0
7,109,0.0
7,110,0.0
7,111,0.0
7,112,0.0
7,113,0.0
7,114,0.0
7,115,0.0
7,116,0.0
7,117,0.0
7,118,0.0
7,119,0.0
7,120,0.0
7,121,0.0
7,122,0.0
7,123,0.0
7,124,0.0
7,125,0.0
7,126,0.0
7,127,0.0
8,0,5.053069973573044e-12
8,1,6.426170451534163e-12
8,2,9.156775247589392e-12
8,3,1.2476067326084223e-11
8,4,1.6454581245474862e-11
8,5,2.0994460688234448e-11
8,6,2.6106679376487824e-11
8,7,3.033285637226015e-11
8,8,3.8641899164983635e-11
8,9,4.937071559188522e-11
8,10,6.339680708584773e-11
8,11,8.400239356562957e-11
8,12,1.0507720253675158e-10
8,13,1.293440625197974e-10
8,14,1.5552554558720984e-10
8,15,1.729386442961335e-10
8,16,1.594051224849168e-10
8,17,1.192501415395034e-10
8,18,8.252884742284359e-11
8,19,5.820829032992013e-11
8,20,4.532190159297498e-11
8,21,3.505279369546503e-11
8,22,2.930418409531561e-11
8,23,1.5727360378613573e-11
8,24,6.097674862500336e-12
8,25,2.249584982338472e-12
8,26,8.188641941375006e-13
8,27,2.8905661308675676e-13
8,28,9.828228201914104e-14
8,29,3.223824238790523e-14
8,30,1.0384052909234974e-14
8,31,3.087166465811602e-15
8,32,1.0843773038734062e-15
8,33,2.9255568858601184e-16
8,34,5.612942514622951e-17
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,0.0
8,49,0.0
8,50,0.0
8,51,0.0
8,52,0.0
8,53,0.0
8,54,0.0
8,55,0.0
8,56,0.0
8,57,0.0
8,58,0.0
8,59,0.0
8,60,0.0
8,61,0.0
8,62,0.0
8,63,0.0
8,64,0.0
8,65,0.0
8,66,0.0
8,67,0.0
8,68,0.0
8,69,0.0
8,70,0.0
8,71,0.0
8,72,0.0
8,73,0.0
8,74,0.0
8,75,0.0
8,76,0.0
8,77,0.0
8,78,0.0
8,79,0.0
8,80,0.0
8,81,0.0
8,82,0.0
8,83,0.0
8,84,0.0
8,85,0.0
8,86,0.0
8,87,0.0
8,88,0.0
8,89,0.0
8,90,0.0
8,91,0.0
8,92,0.0
8,93,0.0
8,94,0.0
8,95,0.0
8,96,0.0
8,97,0.0
8,98,0.0
8,99,0.0
8,100,0.0
8,101,0.0
8,102,0.0
8,103,0.0
8,104,0.0
8,105,0.0
8,106,0.0
8,107,0.0
8,108,0.0
8,109,0.0
8,110,0.0
8,111,0.0
8,112,0.0
8,113,0.0
8,114,0.0
8,115,0.0
8,116,0.0
8,117,0.0
8,118,0.0
8,119,0.0
8,120,0.0
8,121,0.0
8,122,0.0
8,123,0.0
8,124,0.0
8,125,0.0
8,126,0.0
8,127,0.0
9,0,1.6312300152806651e-10
9,1,2.0792192795641957e-10
9,2,2.976437545674967e-10
9,3,4.0874502737596167e-10
9,4,5.44665099456042e-10
9,5,7.035402353899825e-10
9,6,8.87240306889131e-10
9,7,1.0472310548610932e-09
9,8,1.3651013141429943e-09
9,9,1.8004867196653353e-09
9,10,2.4071560828082047e-09
9,11,3.3541384981734468e-09
9,12,4.438383102043012e-09
9,13,5.814309992561432e-09
9,14,7.486069759604048e-09
9,15,8.966102610566362e-09
9,16,8.946772106561394e-09
9,17,7.2735703201772585e-09
9,18,5.486823527315188e-09
9,19,4.230525548688776e-09
9,20,3.6308602197313546e-09
9,21,3.1296102959879933e-09
9,22,3.0275593304181526e-09
9,23,1.9911339002384376e-09
9,24,9.66405219495842e-10
9,25,4.5344635915305384e-10
9,26,2.124276426678697e-10
9,27,9.769669095549703e-11
9,28,4.3585371861675154e-11
9,29,1.882800576504871e-11
9,30,7.904981586184436e-12
9,31,3.2413065046045995e-12
9,32,1.3046866261103533e-12
9,33,5.174725019709378e-13
9,34,1.7256991761208263e-13
9,35,4.464812889867183e-14
9,36,1.0392505451307635e-14
9,37,2.572502129294817e-15
9,38,4.2912142120255613e-16
9,39,0.0
9,40,0.0
9,41,0.0
9,42,0.0
9,43,0.0
9,44,0.0
9,45,0.0
9,46,0.0
9,47,0.0
9,48,0.0
9,49,0.0
9,50,0.0
9,51,0.0
9,52,0.0
9,53,0.0
9,54,0.0
9,55,0.0
9,56,0.0
9,57,0.0
9,58,0.0
9,59,0.0
9,60,0.0
9,61,0.0
9,62,0.0
9,63,0.0
9,64,0.0
9,65,0.0
9,66,0.0
9,67,0.0
9,68,0.0
9,69,0.0
9,70,0.0
9,71,0.0
9,72,0.0
9,73,0.0
9,74,0.0
9,75,0.0
9,76,0.0
9,77,0.0
9,78,0.0
9,79,0.0
9,80,0.0
9,81,0.0
9,82,0.0
9,83,0.0
9,84,0.0
9,85,0.0
9,86,0.0
9,87,0.0
9,88,0.0
9,89,0.0
9,90,0.0
9,91,0.0
9,92,0.0
9,93,0.0
9,94,0.0
9,95,0.0
9,96,0.0
9,97,0.0
9,98,0.0
9,99,0.0
9,100,0.0
9,101,0.0
9,102,0.0
9,103,0.0
9,104,0.0
9,105,0.0
9,106,0.0
9,107,0.0
9,108,0.0
9,109,0.0
9,110,0.0
9,111,0.0
9,112,0.0
9,113,0.0
9,114,0.0
9,115,0.0
9,116,0.0
9,117,0.0
9,118,0.0
9,119,0.0
9,120,0.0
9,121,0.0
9,122,0.0
9,123,0.0
9,124,0.0
9,125,0.0
9,126,0.0
9,127,0.0
10,0,1.185753291686861e-09
10,1,1.517280879761277e-09
10,2,2.18077204036544e-09
10,3,3.0144067487223082e-09
10,4,4.050829845079462e-09
10,5,5.285340469095712e-09
10,6,6.7424227813110825e-09
10,7,8.061632486717273e-09
10,8,1.070797576004098e-08
10,9,1.4495225764263737e-08
10,10,2.002867550459674e-08
10,11,2.9075132001349915e-08
10,12,4.0270876660206725e-08
10,13,5.5475363926570015e-08
10,14,7.545427888167377e-08
10,15,9.587599084943624e-08
10,16,1.018540145625259e-07
10,17,8.83895935309811e-08
10,18,7.131937767716775e-08
10,19,5.894384152945444e-08
10,20,5.4578175823435404e-08
10,21,5.1188777145847084e-08
10,22,5.552694246152e-08
10,23,4.274773216886731e-08
10,24,2.4656032885042657e-08
10,25,1.3897504344891488e-08
10,26,7.885582895432222e-09
10,27,4.422060501398607e-09
10,28,2.419439736991595e-09
10,29,1.2883345993819024e-09
10,30,6.697752621855193e-10
10,31,3.414857960097628e-10
10,32,1.7150261428850067e-10
10,33,8.522550935360774e-11
10,34,3.675492275666717e-11
10,35,1.3179398701844681e-11
10,36,4.5398785447242e-12
10,37,1.4775561749163134e-12
10,38,4.542488644218614e-13
10,39,1.2282717813047732e-13
10,40,2.2439621939018612e-14
10,41,-4.527906369654973e-15
10,42,-9.034391904755912e-15
10,43,-8.531069641875074e-15
10,44,-6.678591265566086e-15
10,45,-4.739101810970811e-15
10,46,-3.1047486819283966e-15
10,47,-2.4637417725541665e-15
10,48,-1.757025984013984e-15
10,49,-1.1594045591060636e-15
10,50,-3.9757411397576915e-16
10,51,-3.866206007610883e-16
10,52,-4.389658143812721e-16
10,53,-3.664218729839851e-16
10,54,0.0
10,55,-2.32137393129606e-16
10,56,-1.69910192316487e-16
10,57,0.0
10,58,-1.0783663298900219e-16
10,59,0.0
10,60,0.0
10,61,0.0
10,62,0.0
10,63,0.0
10,64,0.0
10,65,0.0
10,66,0.0
10,67,0.0
10,68,0.0
10,69,0.0
10,70,0.0
10,71,0.0
10,72,0.0
10,73,0.0
10,74,0.0
10,75,0.0
10,76,0.0
10,77,0.0
10,78,0.0
10,79,0.0
10,80,0.0
10,81,0.0
10,82,0.0
10,83,0.0
10,84,0.0
10,85,0.0
10,86,0.0
10,87,0.0
10,88,0.0
10,89,0.0
10,90,0.0
10,91,0.0
10,92,0.0
10,93,0.0
10,94,0.0
10,95,0.0
10,96,0.0
10,97,0.0
10,98,0.0
10,99,0.0
10,100,0.0
10,101,0.0
10,102,0.0
10,103,0.0
10,104,0.0
10,105,0.0
10,106,0.0
10,107,0.0
10,108,0.0
10,109,0.0
10,110,0.0
10,111,0.0
10,112,0.0
10,113,0.0
10,114,0.0
10,115,0.0
10,116,0.0
10,117,0.0
10,118,0.0
10,119,0.0
10,120,0.0
10,121,0.0
10,122,0.0
10,123,0.0
10,124,0.0
10,125,0.0
10,126,0.0
10,127,0.0
11,0,5.426968732105045e-10
11,1,6.792002124872111e-10
11,2,9.696879272589136e-10
11,3,1.334540742081018e-09
11,4,1.7875933091792235e-09
11,5,2.3263160198881267e-09
11,6,2.9610970178520316e-09
11,7,3.533389634314808e-09
11,8,4.6815841907531125e-09
11,9,6.31884260535979e-09
11,10,8.698798336948625e-09
11,11,1.2566538502319975e-08
11,12,1.7295152126399338e-08
11,13,2.3623918532368238e-08
11,14,3.1768943117329465e-08
11,15,3.9760822790702765e-08
11,16,4.1406587801895414e-08
11,17,3.5016451209041096e-08
11,18,2.733345367430171e-08
11,19,2.1651144612052137e-08
11,20,1.8911432438614417e-08
11,21,1.6318437202780844e-08
11,22,1.511376288823184e-08
11,23,8.15852371078927e-09
11,24,1.8245305991672193e-09
11,25,-1.2240162569446421e-09
11,26,-2.423022088649319e-09
11,27,-2.6453405716091125e-09
11,28,-2.3676124681492093e-09
11,29,-1.892874909838138e-09
11,30,-1.4025060286958032e-09
11,31,-9.830972468128253e-10
11,32,-6.603852358702525e-10
11,33,-4.2900015107426475e-10
11,34,-2.454483070925219e-10
11,35,-1.1975887751691155e-10
11,36,-5.4035317613606164e-11
11,37,-2.201171341170069e-11
11,38,-7.974887851944128e-12
11,39,-2.4636332872842444e-12
11,40,-6.789766558929242e-13
11,41,-3.451558341211277e-13
11,42,-4.651457054295855e-13
11,43,-6.4527385805497e-13
11,44,-7.64204721263414e-13
11,45,-8.100396461288646e-13
11,46,-7.88157285882305e-13
11,47,-7.160792998935375e-13
11,48,-6.203707344356575e-13
11,49,-5.231642572295656e-13
11,50,-4.340184077568814e-13
11,51,-3.576240557040067e-13
11,52,-2.895293092854762e-13
11,53,-2.3676960025981835e-13
11,54,-1.9139401744258394e-13
11,55,-1.5413922903805838e-13
11,56,-1.2624327289114983e-13
11,57,-1.0217389582902388e-13
11,58,-8.190192275514717e-14
11,59,-6.981553635979529e-14
11,60,-5.794530736067262e-14
11,61,-4.996283449968433e-14
