block,cell_index,thermal_log_contribution
3,81,0.0
3,82,0.0
3,83,0.0
3,84,0.0
3,85,0.0
3,86,0.0
3,87,0.0
3,88,0.0
3,89,0.0
3,90,0.0
3,91,0.0
3,92,0.0
3,93,0.0
3,94,0.0
3,95,0.0
3,96,0.0
3,97,0.0
3,98,0.0
3,99,0.0
3,100,0.0
3,101,0.0
3,102,0.0
3,103,0.0
3,104,0.0
3,105,0.0
3,106,0.0
3,107,0.0
3,108,0.0
3,109,0.0
3,110,0.0
3,111,0.0
3,112,0.0
3,113,0.0
3,114,0.0
3,115,0.0
3,116,0.0
3,117,0.0
3,118,0.0
3,119,0.0
3,120,0.0
3,121,0.0
3,122,0.0
3,123,0.0
3,124,0.0
3,125,0.0
3,126,0.0
3,127,0.0
4,0,3.056609864779289e-16
4,1,3.716933096286052e-16
4,2,4.973844667115683e-16
4,3,6.182736413031935e-16
4,4,7.250710309351017e-16
4,5,8.135011354987203e-16
4,6,8.722293538534397e-16
4,7,8.665779829074504e-16
4,8,8.754036949790974e-16
4,9,8.086932201272668e-16
4,10,7.014590484308096e-16
4,11,5.70375976204345e-16
4,12,4.009615020659081e-16
4,13,2.587353729714847e-16
4,14,1.8919937242902745e-16
4,15,7.241821674173674e-17
4,16,4.770959735666398e-17
4,17,3.983228468888612e-17
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.0
4,33,0.0
4,34,0.0
4,35,0.0
4,36,0.0
4,37,0.0
4,38,0.0
4,39,0.0
4,40,0.0
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,0.0
4,46,0.0
4,47,0.0
4,48,0.0
4,49,0.0
4,50,0.0
4,51,0.0
4,52,0.0
4,53,0.0
4,54,0.0
4,55,0.0
4,56,0.0
4,57,0.0
4,58,0.0
4,59,0.0
4,60,0.0
4,61,0.0
4,62,0.0
4,63,0.0
4,64,0.0
4,65,0.0
4,66,0.0
4,67,0.0
4,68,0.0
4,69,0.0
4,70,0.0
4,71,0.0
4,72,0.0
4,73,0.0
4,74,0.0
4,75,0.0
4,76,0.0
4,77,0.0
4,78,0.0
4,79,0.0
4,80,0.0
4,81,0.0
4,82,0.0
4,83,0.0
4,84,0.0
4,85,0.0
4,86,0.0
4,87,0.0
4,88,0.0
4,89,0.0
4,90,0.0
4,91,0.0
4,92,0.0
4,93,0.0
4,94,0.0
4,95,0.0
4,96,0.0
4,97,0.0
4,98,0.0
4,99,0.0
4,100,0.0
4,101,0.0
4,102,0.0
4,103,0.0
4,104,0.0
4,105,0.0
4,106,0.0
4,107,0.0
4,108,0.0
4,109,0.0
4,110,0.0
4,111,0.0
4,112,0.0
4,113,0.0
4,114,0.0
4,115,0.0
4,116,0.0
4,117,0.0
4,118,0.0
4,119,0.0
4,120,0.0
4,121,0.0
4,122,0.0
4,123,0.0
4,124,0.0
4,125,0.0
4,126,0.0
4,127,0.0
5,0,2.2195727298151253e-14
5,1,2.7415135624451012e-14
5,2,3.75520396048933e-14
5,3,4.830788055143471e-14
5,4,5.933934726263253e-14
5,5,6.97088767768183e-14
5,6,7.901080310865026e-14
5,7,8.291604592445028e-14
5,8,9.122171885864677e-14
5,9,9.535875235500015e-14
5,10,9.530822603890693e-14
5,11,9.257395910875811e-14
5,12,8.204063514221716e-14
5,13,6.91977803651737e-14
5,14,5.4984822879472756e-14
5,15,3.891875664728835e-14
5,16,2.2086362936311642e-14
5,17,9.867025950075504e-15
5,18,4.005985952314336e-15
5,19,1.6765720776673406e-15
5,20,7.261838568206522e-16
5,21,3.589311157638901e-16
5,22,7.613154305116557e-17
5,23,1.3159471905441819e-17
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.0
5,29,0.0
5,30,0.0
5,31,0.0
5,32,0.0
5,33,0.0
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.0
5,38,0.0
5,39,0.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,0.0
5,44,0.0
5,45,0.0
5,46,0.0
5,47,0.0
5,48,0.0
5,49,0.0
5,50,0.0
5,51,0.0
5,52,0.0
5,53,0.0
5,54,0.0
5,55,0.0
5,56,0.0
5,57,0.0
5,58,0.0
5,59,0.0
5,60,0.0
5,61,0.0
5,62,0.0
5,63,0.0
5,64,0.0
5,65,0.0
5,66,0.0
5,67,0.0
5,68,0.0
5,69,0.0
5,70,0.0
5,71,0.0
5,72,0.0
5,73,0.0
5,74,0.0
5,75,0.0
5,76,0.0
5,77,0.0
5,78,0.0
5,79,0.0
5,80,0.0
5,81,0.0
5,82,0.0
5,83,0.0
5,84,0.0
5,85,0.0
5,86,0.0
5,87,0.0
5,88,0.0
5,89,0.0
5,90,0.0
5,91,0.0
5,92,0.0
5,93,0.0
5,94,0.0
5,95,0.0
5,96,0.0
5,97,0.0
5,98,0.0
5,99,0.0
5,100,0.0
5,101,0.0
5,102,0.0
5,103,0.0
5,104,0.0
5,105,0.0
5,106,0.0
5,107,0.0
5,108,0.0
5,109,0.0
5,110,0.0
5,111,0.0
5,112,0.0
5,113,0.0
5,114,0.0
5,115,0.0
5,116,0.0
5,117,0.0
5,118,0.0
5,119,0.0
5,120,0.0
5,121,0.0
5,122,0.0
5,123,0.0
5,124,0.0
5,125,0.0
5,126,0.0
5,127,0.0
6,0,6.803278424980586e-13
6,1,8.490487046371656e-13
6,2,1.1824194142858286e-12
6,3,1.5581733808787261e-12
6,4,1.9717732388609448e-12
6,5,2.397638883055232e-12
6,6,2.824788809039279e-12
6,7,3.092661091212476e-12
6,8,3.6160778918330573e-12
6,9,4.108846323283741e-12
6,10,4.5560079724596025e-12
6,11,5.034340489505097e-12
6,12,5.149532271784407e-12
6,13,5.081351756317384e-12
6,14,4.797433886996635e-12
6,15,4.10327047424936e-12
6,16,2.8558837752106107e-12
6,17,1.5896894109542926e-12
6,18,8.099361927047612e-13
6,19,4.165228269289624e-13
6,20,2.3053856701749795e-13
6,21,1.221626902922883e-13
6,22,6.2529374026024e-14
6,23,1.6646731960383903e-14
6,24,2.946845745317156e-15
6,25,4.585148652705462e-16
6,26,1.4986959725488638e-16
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
6,31,0.0
6,32,0.0
6,33,0.0
6,34,0.0
6,35,0.0
6,36,0.0
6,37,0.0
6,38,0.0
6,39,0.0
6,40,0.0
6,41,0.0
6,42,0.0
6,43,0.0
6,44,0.0
6,45,0.0
6,46,0.0
6,47,0.0
6,48,0.0
6,49,0.0
6,50,0.0
6,51,0.0
6,52,0.0
6,53,0.0
6,54,0.0
6,55,0.0
6,56,0.0
6,57,0.0
6,58,0.0
6,59,0.0
6,60,0.0
6,61,0.0
6,62,0.0
6,63,0.0
6,64,0.0
6,65,0.0
6,66,0.0
6,67,0.0
6,68,0.0
6,69,0.0
6,70,0.0
6,71,0.0
6,72,0.0
6,73,0.0
6,74,0.0
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.0
6,79,0.0
6,80,0.0
6,81,0.0
6,82,0.0
6,83,0.0
6,84,0.0
6,85,0.0
6,86,0.0
6,87,0.0
6,88,0.0
6,89,0.0
6,90,0.0
6,91,0.0
6,92,0.0
6,93,0.0
6,94,0.0
6,95,0.0
6,96,0.0
6,97,0.0
6,98,0.0
6,99,0.0
6,100,0.0
6,101,0.0
6,102,0.0
6,103,0.0
6,104,0.0
6,105,0.0
6,106,0.0
6,107,0.0
6,108,0.0
6,109,0.0
6,110,0.0
6,111,0.0
6,112,0.0
6,113,0.0
6,114,0.0
6,115,0.0
6,116,0.0
6,117,0.0
6,118,0.0
6,119,0.0
6,120,0.0
6,121,0.0
6,122,0.0
6,123,0.0
6,124,0.0
6,125,0.0
6,126,0.0
6,127,0.0
7,0,5.909012073988047e-12
7,1,7.410222254819111e-12
7,2,1.0427065557456995e-11
7,3,1.3961934903110144e-11
7,4,1.8028111757109147e-11
7,5,2.244675092253195e-11
7,6,2.716093152357546e-11
7,7,3.062522292912808e-11
7,8,3.73653600789905e-11
7,9,4.501185913657711e-11
7,10,5.3703372415318675e-11
7,11,6.499574489349458e-11
7,12,7.356316641125544e-11
7,13,8.116064120607387e-11
7,14,8.662660060846611e-11
7,15,8.47100382724759e-11
7,16,6.810116272415536e-11
7,17,4.415429242938009e-11
7,18,2.6374289248443157e-11
7,19,1.6002362587342188e-11
7,20,1.0598531607911493e-11
7,21,6.861501824079922e-12
7,22,4.549963604681386e-12
7,23,1.7646720230478426e-12
7,24,4.790024928224655e-13
7,25,1.2148650386776992e-13
7,26,2.974911505509495e-14
7,27,7.145695334402488e-15
7,28,1.606844265401719e-15
7,29,1.5181898705495385e-16
7,30,-1.6254519325334426e-17
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,0.0
7,39,0.0
7,40,0.0
7,41,0.0
7,42,0.0
7,43,0.0
7,44,0.0
7,45,0.0
7,46,0.0
7,47,0.0
7,48,0.0
7,49,0.0
7,50,0.0
7,51,0.0
7,52,0.0
7,53,0.0
7,54,0.0
7,55,0.0
7,56,0.0
7,57,0.0
7,58,0.0
7,59,0.0
7,60,0.0
7,61,0.0
7,62,0.0
7,63,0.0
7,64,0.0
7,65,0.0
7,66,0.0
7,67,0.0
7,68,0.0
7,69,0.0
7,70,0.0
7,71,0.0
7,72,0.0
7,73,0.0
7,74,0.0
7,75,0.0
7,76,0.0
7,77,0.0
7,78,0.0
7,79,0.0
7,80,0.0
7,81,0.0
7,82,0.0
7,83,0.0
7,84,0.0
7,85,0.0
7,86,0.0
7,87,0.0
7,88,0.0
7,89,0.0
7,90,0.0
7,91,0.0
7,92,0.0
7,93,0.0
7,94,0.0
7,95,0.0
7,96,0.0
7,97,0.0
7,98,0.0
7,99,0.0
7,100,0.0
7,101,0.0
7,102,0.0
7,103,0.0
7,104,0.0
7,105,0.0
7,106,0.0
7,107,0.0
7,108,0.0
7,109,0.0
7,110,0.0
7,111,0.0
7,112,0.0
7,113,0.0
7,114,0.0
7,115,0.0
7,116,0.0
7,117,0.0
7,118,0.0
7,119,0.0
7,120,0.0
7,121,0.0
7,122,0.0
7,123,0.0
7,124,0.0
7,125,0.0
7,126,0.0
7,127,0.0
8,0,-6.793224306544988e-11
8,1,-8.632729465500663e-11
8,2,-1.229651657660865e-10
8,3,-1.6747487258800251e-10
8,4,-2.2078673283390933e-10
8,5,-2.8156913143237396e-10
8,6,-3.499498047365955e-10
8,7,-4.0636709377209727e-10
8,8,-5.172583641134578e-10
8,9,-6.60140657866298e-10
8,10,-8.465157543034734e-10
8,11,-1.119799916352463e-09
8,12,-1.3982439193981736e-09
8,13,-1.7179866000854266e-09
8,14,-2.0619447840498252e-09
8,15,-2.288534221799093e-09
8,16,-2.1045912291608703e-09
8,17,-1.5695713416877824e-09
8,18,-1.082442299005137e-09
8,19,-7.607497065142959e-10
8,20,-5.903628755532331e-10
8,21,-4.550587375742446e-10
8,22,-3.7937595190842803e-10
8,23,-2.0244936891066385e-10
8,24,-7.785483544076536e-11
8,25,-2.8482644399172457e-11
8,26,-1.0275434261788146e-11
8,27,-3.6007988845572782e-12
8,28,-1.2128705035031694e-12
8,29,-3.9216531233928523e-13
8,30,-1.222014762878642e-13
8,31,-3.710640503836555e-14
8,32,-1.0880550079016782e-14
8,33,-2.669298087055687e-15
8,34,-7.590895390016496e-16
8,35,2.6822061409145676e-17
8,36,2.5723942990333657e-17
8,37,0.0
8,38,0.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,0.0
8,49,0.0
8,50,0.0
8,51,0.0
8,52,0.0
8,53,0.0
8,54,0.0
8,55,0.0
8,56,0.0
8,57,0.0
8,58,0.0
8,59,0.0
8,60,0.0
8,61,0.0
8,62,0.0
8,63,0.0
8,64,0.0
8,65,0.0
8,66,0.0
8,67,0.0
8,68,0.0
8,69,0.0
8,70,0.0
8,71,0.0
8,72,0.0
8,73,0.0
8,74,0.0
8,75,0.0
8,76,0.0
8,77,0.0
8,78,0.0
8,79,0.0
8,80,0.0
8,81,0.0
8,82,0.0
8,83,0.0
8,84,0.0
8,85,0.0
8,86,0.0
8,87,0.0
8,88,0.0
8,89,0.0
8,90,0.0
8,91,0.0
8,92,0.0
8,93,0.0
8,94,0.0
8,95,0.0
8,96,0.0
8,97,0.0
8,98,0.0
8,99,0.0
8,100,0.0
8,101,0.0
8,102,0.0
8,103,0.0
8,104,0.0
8,105,0.0
8,106,0.0
8,107,0.0
8,108,0.0
8,109,0.0
8,110,0.0
8,111,0.0
8,112,0.0
8,113,0.0
8,114,0.0
8,115,0.0
8,116,0.0
8,117,0.0
8,118,0.0
8,119,0.0
8,120,0.0
8,121,0.0
8,122,0.0
8,123,0.0
8,124,0.0
8,125,0.0
8,126,0.0
8,127,0.0
9,0,-1.3407054390655115e-09
9,1,-1.7073580236419504e-09
9,2,-2.443110154539097e-09
9,3,-3.353585369028527e-09
9,4,-4.466622221395651e-09
9,5,-5.766506796624358e-09
9,6,-7.268108595162246e-09
9,7,-8.573496606966741e-09
9,8,-1.1166318474893678e-08
9,9,-1.4711022489016265e-08
9,10,-1.9640741986679534e-08
9,11,-2.7323288980975814e-08
9,12,-3.609431169409077e-08
9,13,-4.720311222311658e-08
9,14,-6.067617406167732e-08
9,15,-7.255903279946473e-08
9,16,-7.226816633609722e-08
9,17,-5.8607065737371735e-08
9,18,-4.408991352688837e-08
9,19,-3.390572041686316e-08
9,20,-2.9033849697757858e-08
9,21,-2.497078442727356e-08
9,22,-2.4123045603611085e-08
9,23,-1.580396790210261e-08
9,24,-7.623154249224722e-09
9,25,-3.554932135420864e-09
9,26,-1.6556003737640959e-09
9,27,-7.569808953609647e-10
9,28,-3.3569876010199054e-10
9,29,-1.4410729100116844e-10
9,30,-6.008434305051894e-11
9,31,-2.4441221819933042e-11
9,32,-9.736278895706851e-12
9,33,-3.809792360932743e-12
9,34,-1.2350105655283138e-12
9,35,-3.005948422122956e-13
9,36,-6.148022374689744e-14
9,37,-6.723083281157362e-15
9,38,3.285444455184304e-15
9,39,3.8599055102175695e-15
9,40,2.6653581481911786e-15
9,41,1.8065631174503295e-15
9,42,1.2513541762080925e-15
9,43,9.72219942506845e-16
9,44,7.487003554124385e-16
9,45,7.299848566292187e-16
9,46,3.7304607494989543e-16
9,47,3.6138994170951597e-16
9,48,1.4023429174036997e-16
9,49,0.0
9,50,0.0
9,51,6.433686311787318e-17
9,52,0.0
9,53,6.100504759401766e-17
9,54,0.0
9,55,0.0
9,56,0.0
9,57,0.0
9,58,0.0
9,59,0.0
9,60,0.0
9,61,0.0
9,62,0.0
9,63,0.0
9,64,0.0
9,65,0.0
9,66,0.0
9,67,0.0
9,68,0.0
9,69,0.0
9,70,0.0
9,71,0.0
9,72,0.0
9,73,0.0
9,74,0.0
9,75,0.0
9,76,0.0
9,77,0.0
9,78,0.0
9,79,0.0
9,80,0.0
9,81,0.0
9,82,0.0
9,83,0.0
9,84,0.0
9,85,0.0
9,86,0.0
9,87,0.0
9,88,0.0
9,89,0.0
9,90,0.0
9,91,0.0
9,92,0.0
9,93,0.0
9,94,0.0
9,95,0.0
9,96,0.0
9,97,0.0
9,98,0.0
9,99,0.0
9,100,0.0
9,101,0.0
9,102,0.0
9,103,0.0
9,104,0.0
9,105,0.0
9,106,0.0
9,107,0.0
9,108,0.0
9,109,0.0
9,110,0.0
9,111,0.0
9,112,0.0
9,113,0.0
9,114,0.0
9,115,0.0
9,116,0.0
9,117,0.0
9,118,0.0
9,119,0.0
9,120,0.0
9,121,0.0
9,122,0.0
9,123,0.0
9,124,0.0
9,125,0.0
9,126,0.0
9,127,0.0
10,0,-6.4952270670565494e-09
10,1,-8.305004016143719e-09
10,2,-1.1933160644193626e-08
10,3,-1.648991037502545e-08
10,4,-2.215257619060378e-08
10,5,-2.88940232633717e-08
10,6,-3.6846550220859686e-08
10,7,-4.4038950049945826e-08
10,8,-5.846465131697919e-08
10,9,-7.908830065468314e-08
10,10,-1.0919012339586998e-07
10,11,-1.5836234625961563e-07
10,12,-2.191373899987615e-07
10,13,-3.0161328672589826e-07
10,14,-4.099465081940713e-07
10,15,-5.206102817725882e-07
10,16,-5.526397991656922e-07
10,17,-4.789401796155233e-07
10,18,-3.8584898080937273e-07
10,19,-3.1844562679486886e-07
10,20,-2.94573219032325e-07
10,21,-2.760532564517865e-07
10,22,-2.9954647869988907e-07
10,23,-2.3023015450288687e-07
10,24,-1.322725624593434e-07
10,25,-7.426966046675969e-08
10,26,-4.198914835341896e-08
10,27,-2.346069148863735e-08
10,28,-1.2785163374786265e-08
10,29,-6.7765782038879e-09
10,30,-3.5025107230804856e-09
10,31,-1.7715585390644752e-09
10,32,-8.792848763930468e-10
10,33,-4.2893986413892043e-10
10,34,-1.7826076377702503e-10
10,35,-5.837027732682846e-11
10,36,-1.6007289452480908e-11
10,37,-2.13729783574146e-12
10,38,1.6705770827556711e-12
10,39,2.2937028981907168e-12
10,40,2.0339792255204914e-12
10,41,1.6104219789842936e-12
10,42,1.2282041239482428e-12
10,43,9.255533852665166e-13
10,44,6.962913305335678e-13
10,45,5.249743726832443e-13
10,46,3.8640112443310173e-13
10,47,2.761741934544121e-13
10,48,2.0032468575111852e-13
10,49,1.4646197029828297e-13
10,50,1.0820863972979437e-13
10,51,8.20295004752883e-14
10,52,6.162584512184875e-14
10,53,4.746192702814574e-14
10,54,3.698524733461027e-14
10,55,2.7547572517361366e-14
10,56,2.0887991289976508e-14
10,57,1.6487446375600188e-14
10,58,1.2343923542513568e-14
10,59,1.0271468520860413e-14
10,60,1.091495133572645e-14
10,61,8.19476794357321e-15
10,62,6.339632469194954e-15
10,63,5.1901767208175384e-15
10,64,5.523514712046409e-15
10,65,3.86389397402867e-15
10,66,3.86148386338798e-15
10,67,3.345056901418531e-15
10,68,2.347697588418195e-15
10,69,2.1328386866076275e-15
10,70,1.9227350137517545e-15
10,71,2.2661535691937468e-15
10,72,2.1367442013034378e-15
10,73,1.2678190029187843e-15
10,74,1.0939052210127437e-15
10,75,1.5697902349209934e-15
10,76,1.5368359889209003e-15
10,77,9.579891433583037e-16
10,78,7.37733086497467e-16
10,79,7.894235825563014e-16
10,80,5.159729098177045e-16
10,81,5.690920076297535e-16
10,82,3.7183754960435997e-16
10,83,4.857684070603578e-16
10,84,2.9772556114870747e-16
10,85,2.921299176105355e-16
10,86,3.4415856549390696e-16
10,87,1.1268216392636092e-16
10,88,4.4295895618257295e-16
10,89,1.0888069561021649e-16
10,90,0.0
10,91,0.0
10,92,0.0
10,93,0.0
10,94,1.0014685274862594e-16
10,95,0.0
10,96,0.0
10,97,9.550748294399884e-17
10,98,1.882335659206273e-16
10,99,9.279653317905219e-17
10,100,9.154671439188295e-17
10,101,9.043077833853605e-17
10,102,0.0
10,103,8.798715463408603e-17
10,104,8.687655667131962e-17
10,105,0.0
10,106,8.483848908007081e-17
10,107,0.0
10,108,2.4917565779664713e-16
10,109,8.22689577229993e-17
10,110,8.150175877530225e-17
10,111,1.615713192440101e-16
10,112,8.009960317427911e-17
10,113,1.5892103126091055e-16
10,114,2.366491920915055e-16
10,115,7.835364796064825e-17
10,116,1.5574174608858567e-16
10,117,3.872308561759953e-16
10,118,7.706406278699089e-17
10,119,1.5347987600473859e-16
10,120,1.5283621686027931e-16
10,121,3.8079179010036785e-16
10,122,2.278173165489461e-16
10,123,0.0
10,124,7.56377062238811e-17
10,125,1.510768400687426e-16
10,126,1.5097760281284432e-16
10,127,0.0
11,0,-2.6660198627691873e-09
11,1,-3.353409179644999e-09
11,2,-4.796842042725749e-09
11,3,-6.61386448470693e-09
11,4,-8.876232259696426e-09
11,5,-1.1575212689338705e-08
11,6,-1.4766872264041238e-08
11,7,-1.7664297262883515e-08
11,8,-2.3488041706359404e-08
11,9,-3.185928281325175e-08
11,10,-4.4142654742471695e-08
11,11,-6.430653168071217e-08
11,12,-8.938929587657984e-08
11,13,-1.2355609042585387e-07
